Requirement_Set_ID,Factor_ID,Card_ID,Initiative_ID,Factor_Bank,Formula_Type,Calculation_Expression,Primary_Output_Metric,Output_Unit_Rule,Scenario_Value_Source,Eligibility_Rule,Coverage_Default,Override_Rule,Missing_Input_Behaviour,Required_Input_Count,Total_Input_Count,Requirement_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Row
CRS-0036,CEF-0009,CARD-0036,INIT-0009,Efficiency Factors,DISPLAY_PUBLISHED,"Hotel 1: 986 ÷ 9,965 = 9.9% thermal; 2,575 ÷ 3,679 = 70.0% pump electricity
Hotel 2: 1,304 ÷ 8,211 = 15.9% thermal; 627 ÷ 675 = 92.9% pump electricity
Daily hot-water use remained 3,210 and 1,822 gallons respectively.",Efficiency,Measured hotel cases: % lower DHW thermal energy; % lower recirculation pump electricity; no reduction in hot water use,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Experiential Leisure; Contract Caterers only where delegated asset/capital control is documented",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,10
CRS-0037,CCF-0010,CARD-0037,INIT-0010,Cost Factors,DISPLAY_PUBLISHED,1 × £22.82 = £22.82; published installed range = £150–£300,Cost,per plug in timer; per hardwired time clock point,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,11
CRS-0038,CPF-0010,CARD-0038,INIT-0010,Carbon Factors,DISPLAY_PUBLISHED,48% × 0.13096 = 0.06286 kgCO2e/baseline kWh,Carbon abatement,kgCOe per baseline kWh controlled,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,11
CRS-0039,CTF-0010,CARD-0039,INIT-0010,Timing Factors,DISPLAY_PUBLISHED,Published simple-payback results for schedule-timer advanced power strips,Payback,years for kitchens; years for miscellaneous devices,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,11
CRS-0040,CEF-0010,CARD-0040,INIT-0010,Efficiency Factors,DISPLAY_PUBLISHED,Measured schedule-timer savings across eight GSA office buildings,Efficiency,% average plug load reduction; % at workstations; nearly % in kitchens/printer rooms,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,11
CRS-0041,CCF-0011,CARD-0041,INIT-0011,Cost Factors,UNSPECIFIED,,Cost,,PUBLISHED_DISPLAY_VALUE,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,12
CRS-0042,CPF-0011,CARD-0042,INIT-0011,Carbon Factors,DISPLAY_PUBLISHED,(33−9) kWh/month × 12 × 0.13096 = 37.72 kgCO2e/year,Carbon abatement,kgCOe/computer year,PUBLISHED_DISPLAY_VALUE,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,12
CRS-0043,CTF-0011,CARD-0043,INIT-0011,Timing Factors,DISPLAY_PUBLISHED,Implementation labour cost was not reported,Payback,Not calculable from published data,PUBLISHED_DISPLAY_VALUE,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,12
CRS-0044,CEF-0011,CARD-0044,INIT-0011,Efficiency Factors,DISPLAY_PUBLISHED,"(33−9) × 12 = 288 kWh/year; (120,000−31,000) ÷ 120,000 = 74%",Efficiency,% electricity reduction; kWh/computer year saved,PUBLISHED_DISPLAY_VALUE,"Hotels, larger Restaurants/QSRs, Pubs/Bars/Breweries, Contract Caterers and Experiential Leisure with material managed IT loads",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,12
CRS-0045,CCF-0012,CARD-0045,INIT-0012,Cost Factors,DISPLAY_PUBLISHED,"£18,000 controller + £9,500 VVVF-driven main machine = £27,500",Cost,per lift,PUBLISHED_DISPLAY_VALUE,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,13
CRS-0046,CPF-0012,CARD-0046,INIT-0012,Carbon Factors,DISPLAY_PUBLISHED,56% × 0.13096 = 0.07334 kgCO₂e/baseline kWh,Carbon abatement,kgCO₂e per baseline kWh,PUBLISHED_DISPLAY_VALUE,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,13
CRS-0047,CTF-0012,CARD-0047,INIT-0012,Timing Factors,DISPLAY_PUBLISHED,"£27,500 ÷ (baseline annual lift kWh × 56% × actual £/kWh)",Payback,Site specific,PUBLISHED_DISPLAY_VALUE,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,13
CRS-0048,CEF-0012,CARD-0048,INIT-0012,Efficiency Factors,DISPLAY_PUBLISHED,Published hotel-modernisation outcomes; scope and traffic profile determine transferability,Efficiency,% lower lift electricity; separate hotel case: % lower watt hours and % lower peak demand,PUBLISHED_DISPLAY_VALUE,"Hotels, Experiential Leisure and multi-storey hospitality sites with controlled lifts/escalators",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,13
CRS-0049,CCF-0013,CARD-0049,INIT-0013,Cost Factors,DISPLAY_PUBLISHED,"1 drive × £3,000",Cost,per variable speed drive,PUBLISHED_DISPLAY_VALUE,Hotels and Experiential Leisure with swimming pools,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,14
CRS-0050,CPF-0013,CARD-0050,INIT-0013,Carbon Factors,DISPLAY_PUBLISHED,"240,000 kWh ÷ 5 VSDs × 0.13096 ÷ 1,000 = 6.286 tCO2e/year",Carbon abatement,tCOe/VSD year in Leicester case,PUBLISHED_DISPLAY_VALUE,Hotels and Experiential Leisure with swimming pools,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,14
CRS-0051,CTF-0013,CARD-0051,INIT-0013,Timing Factors,DISPLAY_PUBLISHED,"£3,000 ÷ £1,000/year = 3.0; £20,063 ÷ £18,000/year = 1.11",Payback,years typical; years in Leicester case,PUBLISHED_DISPLAY_VALUE,Hotels and Experiential Leisure with swimming pools,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,14
CRS-0052,CEF-0013,CARD-0052,INIT-0013,Efficiency Factors,DISPLAY_PUBLISHED,"240,000 kWh ÷ 5 VSDs = 48,000 kWh/VSD-year",Efficiency,kWh/VSD year saved; no measurable pool water quality deterioration,PUBLISHED_DISPLAY_VALUE,Hotels and Experiential Leisure with swimming pools,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,14
CRS-0053,CCF-0014,CARD-0053,INIT-0014,Cost Factors,DISPLAY_PUBLISHED,Low-GWP system equipment cost = conventional system equipment cost × 1.11,Cost,% incremental refrigeration equipment capex,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,15
CRS-0054,CPF-0014,CARD-0054,INIT-0014,Carbon Factors,DISPLAY_PUBLISHED,"(3,943−0.06) ÷ 1,000 = 3.94294 tCO2e/kg",Carbon abatement,tCOe/kg annual leakage avoided (RA→R),PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,15
CRS-0055,CTF-0014,CARD-0055,INIT-0014,Timing Factors,DISPLAY_PUBLISHED,Published Sobeys transcritical-CO2 system result with heat reclaim,Payback,< years simple payback,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,15
CRS-0056,CEF-0014,CARD-0056,INIT-0014,Efficiency Factors,DISPLAY_PUBLISHED,Published Sobeys case results; not a universal hospitality benchmark,Efficiency,% lower installation cost; % lower maintenance cost; % lower heating cost,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,15
CRS-0057,CCF-0015,CARD-0057,INIT-0015,Cost Factors,DISPLAY_PUBLISHED,"1 sensor = £500; 2–8 = £4,000; 9–16 = £5,000; ≤32 = £10,000; each extra = £300",Cost,single sensor; for probes; for ; for up to ; +/additional probe ( ETL claim value proxy),PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,16
CRS-0058,CPF-0015,CARD-0058,INIT-0015,Carbon Factors,DISPLAY_PUBLISHED,Avoided tCO2e = kg leakage avoided × refrigerant factor,Carbon abatement,RA: tCOe/kg leakage avoided; HFC a: ; R:,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,16
CRS-0059,CTF-0015,CARD-0059,INIT-0015,Timing Factors,DISPLAY_PUBLISHED,Published payback for locating and repairing commercial-refrigeration leaks,Payback,Rapid repair benchmark: years for small leaks; < year for large leaks,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,16
CRS-0060,CEF-0015,CARD-0060,INIT-0015,Efficiency Factors,DISPLAY_PUBLISHED,Published commercial-refrigeration leakage benchmark,Efficiency,Up to % energy cost saving; average annual leakage % of charge; leaking system % less efficient,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,16
CRS-0061,CCF-0016,CARD-0061,INIT-0016,Cost Factors,UNSPECIFIED,,Cost,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,17
CRS-0062,CPF-0016,CARD-0062,INIT-0016,Carbon Factors,UNSPECIFIED,,Carbon abatement,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,17
CRS-0063,CTF-0016,CARD-0063,INIT-0016,Timing Factors,UNSPECIFIED,,Payback,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,17
CRS-0064,CEF-0016,CARD-0064,INIT-0016,Efficiency Factors,DISPLAY_PUBLISHED,Centralised records + automated inspection/repair deadlines + instant action triggers,Efficiency,Faster refrigerant event closure; eliminates lag between detection and resolution,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,17
CRS-0065,CCF-0017,CARD-0065,INIT-0017,Cost Factors,DISPLAY_PUBLISHED,1 visit × applicable F-gas quantity band; >201 kg = sum of applicable band charges,Cost,/visit (< kg); ( kg); ( kg); + weekend,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,18
CRS-0066,CPF-0017,CARD-0066,INIT-0017,Carbon Factors,DISPLAY_PUBLISHED,"3,943 × 90% ÷ 1,000 = 3.5487 tCO2e/kg",Carbon abatement,Up to tCOe/kg original RA charge at % WEEE treatment benchmark,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,18
CRS-0067,CTF-0017,CARD-0067,INIT-0017,Timing Factors,DISPLAY_PUBLISHED,"Financial case depends on contractor fee, treatment charge and any recovered-gas credit",Payback,Not a standalone payback measure,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,18
CRS-0068,CEF-0017,CARD-0068,INIT-0017,Efficiency Factors,DISPLAY_PUBLISHED,Recovery rate = refrigerant recovered ÷ (appliance mass loss − oil recovered) × 100,Efficiency,≥% refrigerant recovery; treatment plant designed to remove and collect >%,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,18
CRS-0069,CCF-0018,CARD-0069,INIT-0018,Cost Factors,DISPLAY_PUBLISHED,"£30,889 ÷ 3 = £10,296.33; (£30,889−£12,356) ÷ 3 = £6,177.67",Cost,per fridge case normalised project cost; net of stated grant,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,19
CRS-0070,CPF-0018,CARD-0070,INIT-0018,Carbon Factors,DISPLAY_PUBLISHED,"(4.71−0.81) × 365 × 0.13096 ÷ 1,000 = 0.18642 tCO2e/year",Carbon abatement,tCOe/bottle cooler year,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,19
CRS-0071,CTF-0018,CARD-0071,INIT-0018,Timing Factors,DISPLAY_PUBLISHED,"£30,889 ÷ £15,000 = 2.06; (£30,889−£12,356) ÷ £15,000 = 1.24",Payback,years gross; years net of stated grant,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,19
CRS-0072,CEF-0018,CARD-0072,INIT-0018,Efficiency Factors,DISPLAY_PUBLISHED,"(4.71−0.81) ÷ 4.71 = 82.8%; (4.71−0.81) × 365 = 1,423.5 kWh/year",Efficiency,% lower electricity; kWh/cooler year saved; fan life →nearly years,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,19
CRS-0073,CCF-0019,CARD-0073,INIT-0019,Cost Factors,UNSPECIFIED,,Cost,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,20
CRS-0074,CPF-0019,CARD-0074,INIT-0019,Carbon Factors,DISPLAY_PUBLISHED,10% × 0.13096 = 0.013096 kgCO₂e/baseline kWh,Carbon abatement,kgCO₂e per baseline freezer kWh,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,20
CRS-0075,CTF-0019,CARD-0075,INIT-0019,Timing Factors,UNSPECIFIED,,Payback,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,20
CRS-0076,CEF-0019,CARD-0076,INIT-0019,Efficiency Factors,DISPLAY_PUBLISHED,Field testing across >24 commercial freezers in restaurants and hotels; validate food quality and safety before adoption,Efficiency,% average freezer energy reduction for −°C to −°C,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,20
CRS-0077,CCF-0020,CARD-0077,INIT-0020,Cost Factors,DISPLAY_PUBLISHED,"1 × £378–£599; 1 × £3,969; 1 circuit × £300–£500",Cost,per commercial infrared heater; per premium design led heater; per dedicated outdoor circuit,PUBLISHED_DISPLAY_VALUE,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,21
CRS-0078,CPF-0020,CARD-0078,INIT-0020,Carbon Factors,DISPLAY_PUBLISHED,Published typical annual emission estimate,Carbon abatement,> tCO₂/heater/year (legacy estimate),PUBLISHED_DISPLAY_VALUE,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,21
CRS-0079,CTF-0020,CARD-0079,INIT-0020,Timing Factors,DISPLAY_PUBLISHED,£9.30 × number of eliminated 2-hour uses,ROI,avoided per hour gas heater use eliminated,PUBLISHED_DISPLAY_VALUE,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,21
CRS-0080,CEF-0020,CARD-0080,INIT-0020,Efficiency Factors,DISPLAY_PUBLISHED,(£9.30 − £3.10) ÷ £9.30 = 66.7%,Efficiency,% lower running cost if gas is replaced by electric; infrared targets people/objects,PUBLISHED_DISPLAY_VALUE,"Restaurants, Pubs/Bars/Breweries and Hotels with outdoor trading areas",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,21
CRS-0081,CCF-0021,CARD-0081,INIT-0021,Cost Factors,UNSPECIFIED,,Cost,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,22
CRS-0082,CPF-0021,CARD-0082,INIT-0021,Carbon Factors,UNSPECIFIED,,Carbon abatement,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,22
CRS-0083,CTF-0021,CARD-0083,INIT-0021,Timing Factors,UNSPECIFIED,,ROI,,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,GAP,1.0,2026-08-18,Consolidate.xlsx,22
CRS-0084,CEF-0021,CARD-0084,INIT-0021,Efficiency Factors,DISPLAY_PUBLISHED,578 − 409 = 169; 169 ÷ 578 = 29.2%,Efficiency,kgCO₂e/m² lower WLC estimate (%),PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,22
