Initiative_ID,Initiative_Name,Topic,Sub_Topic,Description,Why_Benefit,How_Text,KPI,Sector_Included,Sector_Not_Included,Source_Old_Initiative,Value_Card_Slots,Has_Case,Source_Workbook,Source_Sheet,Source_Row
INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",Supply Chain,Transport and Distribution,,,,,all,,"Encourage and enable lower-emission employee commuting (e.g. cycle to work, public transport)",4,YES,Consolidate.xlsx,工作表1,162
INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,Supply Chain,Transport and Distribution,,,(how description and then ---- enabling factor includes install EV charging infrastructure at depots and distribution hubs,,all,,"Switch company cars to low carbon alternatives (EV, fuel efficient) at EOL",4,YES,Consolidate.xlsx,工作表1,163
INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,Supply Chain,Transport and Distribution,,,"1. Load & Route Planning: Right-size vehicles to actual load, and plan routes and loads together using route planning software or a logistics provider that sequences stops efficiently.
2. Shared Logistics: Explore haulage aggregation with other businesses, sharing truck space and routes so vehicles carry more, more often.
3. Vehicle Transition: Transition fleet to EVs or low-carbon fuel vehicles at natural end of service life, not early replacement, and install EV charging infrastructure at depots to support this.
4. Temperature controlled goods: Optimise cold chain and refrigerated transport, minimising stops and door-open time, consolidating loads, and prioritising electric or cryogenic refrigeration units over diesel.
5. Drive behaviour: Train drivers in smooth acceleration, reduced idling, and consistent route adherence.",,,,"Optimise routes for deliveries 
and 
Explore haulage aggregation opportunities",4,NO,Consolidate.xlsx,工作表1,164
INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,Supply Chain,Transport and Distribution,,,"1. Return Journey: Use the return journey for backhauling, carrying recycling, reusable packaging, or containers back to source rather than running empty.
2. Vehicle Monitoring: Install telematics and a digital asset management system to track fuel use, idling time, and vehicle condition in real time, and feed this data back into fleet decisions to catch maintenance issues early.
3. Delivery Timing: Schedule deliveries to avoid road congestion, ideally paired with route optimisation software.",,,,Backhaul recycling waste,4,NO,Consolidate.xlsx,工作表1,165
INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,Supply Chain,Transport and Distribution,,,"1. Procurement Consolidation: Centralise procurement across sites through a single system or department, consolidating orders to reduce delivery frequency, and favour suppliers offering efficient local delivery.
2. Supplier Engagement: Strengthen supplier relationship management, using regular engagement to request consolidated deliveries, emissions data, or lower-carbon transport options directly.
3. Delivery Consolidation: Ask suppliers to consolidate your deliveries with other nearby customers on the same route, rather than sending a dedicated part-load.
4. Order Timing: Apply just-in-time delivery principles with caution, balanced against consolidation, since tightly-timed delivery can increase emissions by disrupting efficient routing.
5. Demand Forecasting: Use data analytics to forecast demand and track supplier performance, reducing both waste and emissions-heavy urgent orders.",,,,Choose local suppliers where possible,4,NO,Consolidate.xlsx,工作表1,166
INIT-0166,Reduce emissions from customer delivery,Supply Chain,Transport and Distribution,,,"1. Own Delivery: Where you run your own delivery, prioritise e-bikes over cars or mopeds.
2. Third-Party Platform: Where third-party platforms are used, favour ones with active rider electrification programmes.
3. High-Volume Urban routes : In dense, high-volume urban areas, use e-cargo bikes specifically for short delivery routes, a lower emission alternative to car or moped for these journeys.",,,,,4,NO,Consolidate.xlsx,工作表1,167
INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,Supply Chain,Transport and Distribution,,,,,,,,4,NO,Consolidate.xlsx,工作表1,168
INIT-0168,Install a filtered water system to avoid bottled water.,Nature & Resources,Water Management – Water,Installing a mains-fed filtration system to provide drinking water on site and reduce reliance on single-use bottled water.,"Lowers procurement costs, Reduces waste management fees, Prevents plastic pollution, Shrinks carbon footprint",,"% of sites with a mains-fed filtration system installed, and estimated number of single-use plastic bottles avoided per year per site","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Install a filtered water system to avoid bottled water.,4,YES,Consolidate.xlsx,工作表1,169
INIT-0169,Procure water sustainably.,Nature & Resources,Water Management – Water,"Purchasing water and water-related services in a way that considers local scarcity, environmental impact, efficiency and long-term resilience.","Guarantees Business Continuity, Unlocks Green Capital, Eliminates Regulatory Fines, Relieves High-Stress Catchments, mproves Shared Water Security, Drives Upstream Efficiency",,Remove,"Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Procure water sustainably.,4,YES,Consolidate.xlsx,工作表1,170
INIT-0170,Publish a water reduction policy with targets for water-stressed regions,Nature & Resources,Water Management – Water,"Assessing water use and water-related impacts across the supply chain and establishing policies to reduce consumption, especially in water-stressed locations.",,,"Policy published with named targets for water-stressed regions, named owner, annual review date","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,"Understand your water footprint across your supply chain & introduce policies to reduce water consumption, particularly in water stressed regions",4,NO,Consolidate.xlsx,工作表1,171
INIT-0171,Recycle equipment at end-of-life,Nature & Resources,Waste & Circularity – Waste Management,"Ensuring equipment is reused, refurbished, resold or recycled responsibly when it reaches the end of its operational life.","Recovers Residual Asset Value, Slashes Future Procurement Outlays, Minimizes Bulky Waste Disposal Fees, Mitigates E-Waste and Heavy Metal Leakage, Drastically Lowers Embedded Lifecycle Emissions, Feeds the Manufacturing Circular Loop",,"% of end-of-life equipment by unit count disposed of through a certified WEEE recycler or refurbishment channel, and kg of equipment diverted from landfill per year","Restaurant, QSR, Pubs/Bars, Contract Caterers, Hotels, Brewries, Experiential Leisure",,Recycle equipment at end-of-life,4,YES,Consolidate.xlsx,工作表1,172
